time,value,rainfall
31019,1.00,0.01
31039,2.00,0.01
31058,3.00,0.01
31078,3.00,0.01
31097,2.00,0.01
31118,0.00,0.01
31137,0.00,0.01
31157,4.00,0.01
31177,3.00,0.01
31197,1.00,0.01
31216,0.00,0.01
31236,0.00,0.01
31256,1.00,0.01
31276,4.00,0.01
31295,3.00,0.01
