time,value,rainfall
3750,51.00,0.00
3770,54.00,0.00
3789,52.00,0.00
3810,53.00,0.00
3829,52.00,0.00
3849,52.00,0.00
3869,53.00,0.00
3889,54.00,0.00
3908,53.00,0.00
3929,52.00,0.00
3948,50.00,0.00
3968,52.00,0.00
3987,53.00,0.00
4007,53.00,0.00
4027,52.00,0.00
4046,50.00,0.00
4067,51.00,0.00
4086,52.00,0.00
4106,53.00,0.00
4125,51.00,0.00
4146,51.00,0.00
4165,51.00,0.00
4185,52.00,0.00
4205,53.00,0.00
4225,53.00,0.00
4244,51.00,0.00
4264,50.00,0.00
4284,50.00,0.00
4303,53.00,0.00
4323,53.00,0.00
4343,52.00,0.00
4363,51.00,0.00
4382,51.00,0.00
4403,51.00,0.00
4422,52.00,0.00
4442,53.00,0.00
4462,51.00,0.00
4482,51.00,0.00
4501,52.00,0.00
4520,52.00,0.00
4541,53.00,0.00
4560,51.00,0.00
4580,51.00,0.00
4600,50.00,0.00
4620,54.00,0.00
4639,53.00,0.00
4659,52.00,0.00
4679,51.00,0.00
4699,50.00,0.00
4718,53.00,0.00
4739,53.00,0.00
4758,53.00,0.00
4777,50.00,0.00
4798,51.00,0.00
4817,51.00,0.00
4837,53.00,0.00
4856,52.00,0.00
4877,52.00,0.00
4896,50.00,0.00
4916,51.00,0.00
4936,52.00,0.00
4956,52.00,0.00
4975,52.00,0.00
4996,50.00,0.00
5015,50.00,0.00
5035,51.00,0.00
5054,54.00,0.00
5074,52.00,0.00
5094,52.00,0.00
5113,50.00,0.00
5134,50.00,0.00
5153,52.00,0.00
5173,51.00,0.00
5193,53.00,0.00
5213,50.00,0.00
5232,49.00,0.00
5252,52.00,0.00
5272,52.00,0.00
5292,51.00,0.00
5311,50.00,0.00
5331,50.00,0.00
5351,51.00,0.00
5370,52.00,0.00
5390,53.00,0.00
5410,51.00,0.00
5430,50.00,0.00
5449,50.00,0.00
5470,53.00,0.00
5489,51.00,0.00
5509,51.00,0.00
5529,51.00,0.00
5549,50.00,0.00
5568,52.00,0.00
5587,52.00,0.00
5608,51.00,0.00
5627,51.00,0.00
5647,49.00,0.00
5667,51.00,0.00
5687,51.00,0.00
5706,51.00,0.00
5727,51.00,0.00
5746,50.00,0.00
5766,50.00,0.00
5785,52.00,0.00
5806,53.00,0.00
5825,51.00,0.00
5844,50.00,0.00
5865,50.00,0.00
5884,52.00,0.00
5904,52.00,0.00
5923,51.00,0.00
5944,51.00,0.00
5963,50.00,0.00
5983,51.00,0.00
6003,53.00,0.00
6023,52.00,0.00
6042,52.00,0.00
6063,50.00,0.00
6082,49.00,0.00
6102,52.00,0.00
6121,52.00,0.00
6141,52.00,0.00
6161,50.00,0.00
6180,50.00,0.00
6201,52.00,0.00
6220,53.00,0.00
6240,53.00,0.00
6260,51.00,0.00
6280,51.00,0.00
6299,50.00,0.00
6319,52.00,0.00
6339,559.00,1.00
6360,777.00,1.00
6380,69.00,1.00
6401,76.00,1.00
6420,76.00,1.00
6439,78.00,1.00
6460,80.00,1.00
6479,80.00,1.00
6499,82.00,1.00
6518,83.00,1.00
6539,88.00,1.00
6558,85.00,1.00
6578,83.00,1.00
6598,82.00,1.00
6618,85.00,1.00
6637,85.00,1.00
6658,87.00,1.00
6677,85.00,1.00
6696,88.00,1.00
6716,89.00,1.00
6736,93.00,1.00
6756,93.00,1.00
6775,93.00,1.00
6796,92.00,1.00
6815,90.00,1.00
6835,93.00,1.00
6854,93.00,1.00
6875,92.00,1.00
6894,92.00,1.00
6914,90.00,1.00
6934,92.00,1.00
6953,93.00,1.00
6973,93.00,1.00
6993,92.00,1.00
7013,90.00,1.00
7032,90.00,1.00
7052,93.00,1.00
7072,91.00,1.00
7092,91.00,1.00
7111,91.00,1.00
7132,90.00,1.00
7151,92.00,1.00
7171,92.00,1.00
7191,91.00,1.00
7211,90.00,1.00
7230,89.00,1.00
7249,93.00,1.00
7270,90.00,1.00
7289,91.00,1.00
7309,90.00,1.00
7329,89.00,1.00
7349,88.00,1.00
7368,89.00,1.00
7388,91.00,1.00
7408,88.00,1.00
7428,88.00,1.00
7447,88.00,1.00
7468,90.00,1.00
7487,90.00,1.00
7506,90.00,1.00
7527,91.00,1.00
7546,88.00,1.00
7566,89.00,1.00
7585,90.00,1.00
7606,90.00,1.00
7625,89.00,1.00
7645,89.00,1.00
7665,88.00,1.00
7685,90.00,1.00
7704,91.00,1.00
7725,90.00,1.00
7744,89.00,1.00
7763,87.00,1.00
7783,88.00,1.00
7803,90.00,1.00
7823,89.00,1.00
7842,90.00,1.00
7863,88.00,1.00
7882,89.00,1.00
7902,89.00,1.00
7922,90.00,1.00
7942,90.00,1.00
7961,87.00,1.00
7981,88.00,1.00
8001,91.00,1.00
8020,89.00,1.00
8040,90.00,1.00
8060,89.00,1.00
8080,88.00,1.00
8099,89.00,1.00
8119,90.00,1.00
8139,90.00,1.00
8159,821.00,2.00
8179,559.00,2.00
8201,161.00,2.00
8221,161.00,2.00
8242,160.00,2.00
8263,158.00,2.00
8284,159.00,2.00
8304,161.00,2.00
8326,158.00,2.00
8346,157.00,2.00
8367,159.00,2.00
8388,158.00,2.00
8409,158.00,2.00
8429,156.00,2.00
8450,157.00,2.00
8471,157.00,2.00
8492,155.00,2.00
8512,154.00,2.00
8534,155.00,2.00
8554,155.00,2.00
8574,154.00,2.00
8596,154.00,2.00
8616,154.00,2.00
8637,154.00,2.00
8658,153.00,2.00
8679,152.00,2.00
8699,151.00,2.00
8721,152.00,2.00
8741,151.00,2.00
8762,150.00,2.00
8782,152.00,2.00
8804,151.00,2.00
8824,150.00,2.00
8845,149.00,2.00
8866,150.00,2.00
8887,493.00,3.00
8907,828.00,3.00
8929,302.00,3.00
8949,299.00,3.00
8970,296.00,3.00
8991,300.00,3.00
9012,299.00,3.00
9032,301.00,3.00
9054,299.00,3.00
9074,298.00,3.00
9095,297.00,3.00
9115,300.00,3.00
9137,300.00,3.00
9157,300.00,3.00
9178,299.00,3.00
9199,298.00,3.00
9220,300.00,3.00
9240,299.00,3.00
9262,298.00,3.00
9282,298.00,3.00
9303,299.00,3.00
9324,300.00,3.00
9345,298.00,3.00
9365,298.00,3.00
9387,299.00,3.00
9407,298.00,3.00
9427,298.00,3.00
9448,299.00,3.00
9469,298.00,3.00
9490,850.00,3.00
9510,762.00,3.00
9532,313.00,3.00
9552,323.00,3.00
9573,317.00,3.00
9594,316.00,3.00
9615,321.00,3.00
9635,322.00,3.00
9657,321.00,3.00
9677,320.00,3.00
9698,318.00,3.00
9719,316.00,3.00
9740,314.00,3.00
9760,310.00,3.00
9781,305.00,3.00
9802,304.00,3.00
9823,306.00,3.00
9843,308.00,3.00
9865,310.00,3.00
9885,619.00,3.00
9906,823.00,3.00
9927,353.00,3.00
9948,330.00,3.00
9968,334.00,3.00
9990,335.00,3.00
10010,340.00,3.00
10032,341.00,3.00
10054,343.00,3.00
10076,342.00,3.00
10097,339.00,3.00
10120,341.00,3.00
10141,340.00,3.00
10163,340.00,3.00
10185,341.00,3.00
10207,341.00,3.00
10228,339.00,3.00
10250,845.00,3.00
10272,789.00,3.00
10294,482.00,3.00
10315,417.00,3.00
10338,390.00,3.00
10359,357.00,3.00
10381,342.00,3.00
10403,341.00,3.00
10425,342.00,3.00
10446,348.00,3.00
10469,353.00,3.00
10490,352.00,3.00
10512,349.00,3.00
10534,351.00,3.00
10556,352.00,3.00
10577,348.00,3.00
10600,351.00,3.00
10621,350.00,3.00
10643,839.00,3.00
10665,788.00,3.00
10687,760.00,3.00
10708,761.00,3.00
10731,761.00,3.00
10753,758.00,3.00
10774,765.00,3.00
10797,759.00,3.00
10818,750.00,3.00
10840,747.00,3.00
10862,741.00,3.00
10884,731.00,3.00
10905,725.00,3.00
10928,729.00,3.00
10949,744.00,3.00
10971,753.00,3.00
10993,755.00,3.00
11015,745.00,3.00
11036,741.00,3.00
11059,740.00,3.00
11080,740.00,3.00
11102,740.00,3.00
11124,746.00,3.00
11146,745.00,3.00
11167,741.00,3.00
11190,748.00,3.00
11211,742.00,3.00
11233,738.00,3.00
11255,735.00,3.00
11277,744.00,3.00
11298,738.00,3.00
11321,751.00,3.00
11342,751.00,3.00
11364,742.00,3.00
11386,744.00,3.00
11408,739.00,3.00
11429,742.00,3.00
11452,744.00,3.00
11473,744.00,3.00
11495,744.00,3.00
11517,741.00,3.00
11539,742.00,3.00
11560,743.00,3.00
11583,745.00,3.00
11604,744.00,3.00
11626,745.00,3.00
11648,744.00,3.00
11670,746.00,3.00
11692,744.00,3.00
11713,744.00,3.00
11736,831.00,3.00
11757,803.00,3.00
11779,742.00,3.00
11801,747.00,3.00
11823,758.00,3.00
11844,760.00,3.00
11867,769.00,3.00
11888,767.00,3.00
11910,769.00,3.00
11932,772.00,3.00
11954,768.00,3.00
11975,766.00,3.00
11998,766.00,3.00
12019,764.00,3.00
12041,762.00,3.00
12063,764.00,3.00
12085,764.00,3.00
12106,765.00,3.00
12129,766.00,3.00
12150,768.00,3.00
12172,770.00,3.00
12194,767.00,3.00
12216,766.00,3.00
12237,765.00,3.00
12260,845.00,3.00
12281,814.00,3.00
12303,789.00,3.00
12325,789.00,3.00
12347,788.00,3.00
12368,779.00,3.00
12391,773.00,3.00
12412,767.00,3.00
12434,767.00,3.00
12456,776.00,3.00
12478,783.00,3.00
12499,785.00,3.00
12522,782.00,3.00
12544,782.00,3.00
12565,782.00,3.00
12588,781.00,3.00
12609,783.00,3.00
12631,784.00,3.00
12653,783.00,3.00
12675,783.00,3.00
12696,845.00,3.00
12719,814.00,3.00
12740,794.00,3.00
12762,793.00,3.00
12784,797.00,3.00
12806,797.00,3.00
12827,799.00,3.00
12850,804.00,3.00
12871,805.00,3.00
12893,801.00,3.00
12915,803.00,3.00
12937,805.00,3.00
12958,803.00,3.00
12981,802.00,3.00
13002,804.00,3.00
13024,802.00,3.00
13045,800.00,3.00
13068,802.00,3.00
13089,801.00,3.00
13111,803.00,3.00
13133,805.00,3.00
13155,802.00,3.00
13176,803.00,3.00
13199,806.00,3.00
13220,804.00,3.00
13242,801.00,3.00
13264,803.00,3.00
13286,804.00,3.00
13307,802.00,3.00
13330,836.00,3.00
13351,815.00,3.00
13373,808.00,3.00
13395,806.00,3.00
13417,803.00,3.00
13438,795.00,3.00
13461,787.00,3.00
13483,787.00,3.00
13504,783.00,3.00
13527,790.00,3.00
13548,797.00,3.00
13570,798.00,3.00
13592,801.00,3.00
13614,822.00,3.00
13635,823.00,3.00
13658,810.00,3.00
13679,804.00,3.00
13701,807.00,3.00
13723,806.00,3.00
13745,820.00,3.00
13766,821.00,3.00
13789,821.00,3.00
13810,821.00,3.00
13832,819.00,3.00
13854,817.00,3.00
13876,815.00,3.00
13897,816.00,3.00
13920,816.00,3.00
13941,814.00,3.00
13963,812.00,3.00
13985,816.00,3.00
14007,819.00,3.00
14028,819.00,3.00
14051,824.00,3.00
14072,820.00,3.00
14094,817.00,3.00
14116,814.00,3.00
14138,828.00,3.00
14159,824.00,3.00
14182,825.00,3.00
14203,821.00,3.00
14225,811.00,3.00
14247,808.00,3.00
14269,784.00,3.00
14290,783.00,3.00
14313,785.00,3.00
14334,782.00,3.00
14356,789.00,3.00
14379,790.00,3.00
14400,794.00,3.00
14422,797.00,3.00
14443,795.00,3.00
14466,795.00,3.00
14487,797.00,3.00
14509,796.00,3.00
14531,797.00,3.00
14553,800.00,3.00
14574,798.00,3.00
14597,797.00,3.00
14618,798.00,3.00
14640,798.00,3.00
14662,798.00,3.00
14684,797.00,3.00
14705,797.00,3.00
14728,800.00,3.00
14749,802.00,3.00
14771,800.00,3.00
14793,801.00,3.00
14815,801.00,3.00
14836,798.00,3.00
14859,799.00,3.00
14880,801.00,3.00
14902,801.00,3.00
14924,802.00,3.00
14946,801.00,3.00
14967,801.00,3.00
14990,803.00,3.00
15011,800.00,3.00
15033,802.00,3.00
15055,805.00,3.00
15077,805.00,3.00
15098,802.00,3.00
15121,802.00,3.00
15142,800.00,3.00
15164,796.00,3.00
15186,799.00,3.00
15208,801.00,3.00
15229,799.00,3.00
15252,799.00,3.00
15273,798.00,3.00
15295,799.00,3.00
15318,803.00,3.00
15339,800.00,3.00
15361,801.00,3.00
15383,804.00,3.00
15405,805.00,3.00
15426,801.00,3.00
15449,799.00,3.00
15470,801.00,3.00
15492,800.00,3.00
15514,799.00,3.00
15536,804.00,3.00
15557,801.00,3.00
15580,800.00,3.00
15601,804.00,3.00
15623,803.00,3.00
15645,800.00,3.00
15667,800.00,3.00
15688,803.00,3.00
15711,804.00,3.00
15732,800.00,3.00
15754,801.00,3.00
15776,802.00,3.00
15798,801.00,3.00
15819,803.00,3.00
15841,803.00,3.00
15863,801.00,3.00
15885,800.00,3.00
15906,798.00,3.00
15929,802.00,3.00
15950,802.00,3.00
15972,797.00,3.00
15994,802.00,3.00
16016,804.00,3.00
16037,801.00,3.00
16060,799.00,3.00
16081,806.00,3.00
16103,798.00,3.00
16125,784.00,3.00
16147,794.00,3.00
16168,800.00,3.00
16191,799.00,3.00
16212,794.00,3.00
16234,786.00,3.00
16257,787.00,3.00
16278,787.00,3.00
16300,781.00,3.00
16322,780.00,3.00
16344,787.00,3.00
16365,796.00,3.00
16388,793.00,3.00
16409,794.00,3.00
16431,792.00,3.00
16453,778.00,3.00
16475,764.00,3.00
16496,774.00,3.00
16519,793.00,3.00
16540,800.00,3.00
16562,798.00,3.00
16584,794.00,3.00
16606,787.00,3.00
16627,770.00,3.00
16650,755.00,3.00
16671,737.00,3.00
16693,705.00,3.00
16715,686.00,3.00
16737,705.00,3.00
16758,712.00,3.00
16781,714.00,3.00
16802,752.00,3.00
16824,751.00,3.00
16846,742.00,3.00
16868,731.00,3.00
16889,740.00,3.00
16912,782.00,3.00
16933,785.00,3.00
16955,743.00,3.00
16977,724.00,3.00
16999,712.00,3.00
17020,665.00,3.00
17043,644.00,3.00
17064,782.00,3.00
17086,770.00,3.00
17108,707.00,3.00
17130,608.00,3.00
17152,621.00,3.00
17174,752.00,3.00
17196,752.00,3.00
17217,683.00,3.00
17239,753.00,3.00
17261,711.00,3.00
17283,652.00,3.00
17304,672.00,3.00
17327,692.00,3.00
17348,658.00,3.00
17370,625.00,3.00
17392,669.00,3.00
17414,671.00,3.00
17435,637.00,3.00
17458,622.00,3.00
17479,683.00,3.00
17501,677.00,3.00
17523,643.00,3.00
17545,597.00,3.00
17566,609.00,3.00
17589,736.00,3.00
17610,620.00,3.00
17632,604.00,3.00
17654,613.00,3.00
17676,603.00,3.00
17697,601.00,3.00
17720,586.00,3.00
17741,570.00,3.00
17763,568.00,3.00
17785,573.00,3.00
17807,573.00,3.00
17828,559.00,3.00
17851,555.00,3.00
17872,571.00,3.00
17894,587.00,3.00
17916,549.00,3.00
17938,507.00,3.00
17959,481.00,3.00
17982,479.00,3.00
18003,480.00,3.00
18025,501.00,3.00
18048,492.00,3.00
18069,460.00,3.00
18091,447.00,3.00
18113,458.00,3.00
18135,457.00,3.00
18156,431.00,3.00
18179,435.00,3.00
18200,439.00,3.00
18222,422.00,3.00
18244,402.00,3.00
18266,404.00,3.00
18287,405.00,3.00
18310,398.00,3.00
18331,370.00,3.00
18353,386.00,3.00
18375,384.00,3.00
18397,402.00,3.00
18418,379.00,3.00
18441,356.00,3.00
18462,356.00,3.00
18484,319.00,3.00
18506,329.00,3.00
18528,352.00,3.00
18549,406.00,3.00
18572,347.00,3.00
18593,309.00,3.00
18615,294.00,3.00
18636,290.00,3.00
18659,288.00,3.00
18680,293.00,3.00
18702,288.00,3.00
18724,264.00,3.00
18746,235.00,3.00
18767,237.00,3.00
18790,223.00,3.00
18811,214.00,3.00
18833,215.00,3.00
18855,207.00,3.00
18877,201.00,3.00
18898,195.00,3.00
18921,194.00,3.00
18942,187.00,3.00
18964,183.00,3.00
18987,176.00,3.00
19008,171.00,3.00
19030,170.00,3.00
19052,166.00,3.00
19074,162.00,3.00
19095,160.00,3.00
19118,158.00,3.00
19139,151.00,3.00
19161,143.00,3.00
19183,144.00,3.00
19205,143.00,3.00
19226,143.00,3.00
19249,142.00,3.00
19270,134.00,3.00
19292,124.00,3.00
19314,126.00,3.00
19336,127.00,3.00
19357,125.00,3.00
19380,126.00,3.00
19401,126.00,3.00
19423,124.00,3.00
19445,123.00,3.00
19467,128.00,3.00
19488,124.00,3.00
19511,128.00,3.00
19532,125.00,3.00
19554,125.00,3.00
19576,124.00,3.00
19598,125.00,3.00
19619,123.00,3.00
19642,122.00,3.00
19663,125.00,3.00
19685,123.00,3.00
19707,121.00,3.00
19729,123.00,3.00
19750,125.00,3.00
19773,123.00,3.00
19794,122.00,3.00
19816,123.00,3.00
19838,121.00,3.00
19860,121.00,3.00
19881,122.00,3.00
19904,121.00,3.00
19926,120.00,3.00
19947,122.00,3.00
19970,120.00,3.00
19991,121.00,3.00
20013,121.00,3.00
20034,122.00,3.00
20057,119.00,3.00
20078,120.00,3.00
20100,120.00,3.00
20122,120.00,3.00
20144,120.00,3.00
20165,122.00,3.00
20188,118.00,3.00
20209,117.00,3.00
20231,120.00,3.00
20253,120.00,3.00
20275,118.00,3.00
20296,122.00,3.00
20319,119.00,3.00
20340,117.00,3.00
20362,119.00,3.00
20384,120.00,3.00
20406,120.00,3.00
20427,119.00,3.00
20450,120.00,3.00
20471,121.00,3.00
20493,119.00,3.00
20515,118.00,3.00
20537,115.00,3.00
20558,115.00,3.00
20581,119.00,3.00
20602,117.00,3.00
20624,114.00,3.00
20646,117.00,3.00
20668,118.00,3.00
20689,115.00,3.00
20712,115.00,3.00
20733,118.00,3.00
20755,115.00,3.00
20777,116.00,3.00
20799,118.00,3.00
20820,116.00,3.00
20843,115.00,3.00
20865,117.00,3.00
20886,114.00,3.00
20909,114.00,3.00
20930,118.00,3.00
20952,117.00,3.00
20974,114.00,3.00
20996,117.00,3.00
21017,118.00,3.00
21040,115.00,3.00
21061,115.00,3.00
21083,117.00,3.00
21105,116.00,3.00
21127,115.00,3.00
21148,117.00,3.00
21171,115.00,3.00
21192,115.00,3.00
21214,116.00,3.00
21236,115.00,3.00
21258,113.00,3.00
21279,115.00,3.00
21302,115.00,3.00
21323,113.00,3.00
21345,115.00,3.00
21367,116.00,3.00
21389,113.00,3.00
21410,116.00,3.00
21432,116.00,3.00
21454,115.00,3.00
21476,113.00,3.00
21497,115.00,3.00
21520,114.00,3.00
21541,114.00,3.00
21563,183.00,3.00
21585,246.00,4.00
21607,182.00,4.00
21628,229.00,5.00
21651,443.00,5.00
21672,470.00,5.00
21694,474.00,5.00
21716,464.00,5.00
21738,452.00,5.00
21760,442.00,5.00
21782,459.00,5.00
21804,449.00,5.00
21825,449.00,5.00
21848,441.00,5.00
21869,436.00,5.00
21891,438.00,5.00
21913,441.00,5.00
21935,429.00,5.00
21956,427.00,5.00
21979,413.00,5.00
22000,416.00,5.00
22022,423.00,5.00
22044,412.00,5.00
22066,513.00,5.00
22087,451.00,5.00
22110,444.00,5.00
22131,445.00,5.00
22153,441.00,5.00
22175,428.00,5.00
22197,410.00,5.00
22218,428.00,5.00
22241,424.00,5.00
22262,425.00,5.00
22284,421.00,5.00
22306,406.00,5.00
22328,431.00,5.00
22349,417.00,5.00
22372,422.00,5.00
22393,416.00,5.00
22415,418.00,5.00
22437,418.00,5.00
22459,416.00,5.00
22480,419.00,5.00
22503,415.00,5.00
22524,416.00,5.00
22546,416.00,5.00
22568,415.00,5.00
22590,413.00,5.00
22611,416.00,5.00
22634,416.00,5.00
22656,414.00,5.00
22677,414.00,5.00
22700,414.00,5.00
22721,413.00,5.00
22743,414.00,5.00
22765,414.00,5.00
22787,414.00,5.00
22808,411.00,5.00
22830,414.00,5.00
22852,413.00,5.00
22874,412.00,5.00
22895,413.00,5.00
22918,411.00,5.00
22939,410.00,5.00
22961,413.00,5.00
22983,414.00,5.00
23005,411.00,5.00
23026,411.00,5.00
23049,410.00,5.00
23070,412.00,5.00
23092,409.00,5.00
23114,412.00,5.00
23136,410.00,5.00
23157,408.00,5.00
23180,412.00,5.00
23201,410.00,5.00
23223,408.00,5.00
23245,410.00,5.00
23267,409.00,5.00
23288,408.00,5.00
23311,408.00,5.00
23332,409.00,5.00
23354,408.00,5.00
23376,409.00,5.00
23398,409.00,5.00
23419,410.00,5.00
23442,407.00,5.00
23463,408.00,5.00
23485,407.00,5.00
23507,407.00,5.00
23529,407.00,5.00
23550,407.00,5.00
23573,406.00,5.00
23595,407.00,5.00
23616,407.00,5.00
23639,406.00,5.00
23660,409.00,5.00
23682,408.00,5.00
23704,406.00,5.00
23726,406.00,5.00
23747,406.00,5.00
23770,406.00,5.00
23791,406.00,5.00
23813,406.00,5.00
23835,406.00,5.00
23857,404.00,5.00
23878,407.00,5.00
23901,406.00,5.00
23922,405.00,5.00
23944,406.00,5.00
23966,407.00,5.00
23988,405.00,5.00
24009,406.00,5.00
24032,406.00,5.00
24053,405.00,5.00
24075,403.00,5.00
24097,405.00,5.00
24119,406.00,5.00
24140,403.00,5.00
24163,406.00,5.00
24184,405.00,5.00
24206,405.00,5.00
24227,405.00,5.00
24250,406.00,5.00
24271,405.00,5.00
24293,405.00,5.00
24315,404.00,5.00
24337,403.00,5.00
24358,404.00,5.00
24381,405.00,5.00
24402,405.00,5.00
24424,403.00,5.00
24446,405.00,5.00
24468,404.00,5.00
24489,403.00,5.00
24512,404.00,5.00
24534,404.00,5.00
24555,403.00,5.00
24578,403.00,5.00
24599,404.00,5.00
24621,404.00,5.00
24643,404.00,5.00
24665,405.00,5.00
24686,404.00,5.00
24709,404.00,5.00
24730,404.00,5.00
24752,405.00,5.00
24774,401.00,5.00
24796,403.00,5.00
24817,403.00,5.00
24840,402.00,5.00
24861,404.00,5.00
24883,404.00,5.00
24905,403.00,5.00
24927,404.00,5.00
24948,404.00,5.00
24971,402.00,5.00
24992,402.00,5.00
25014,404.00,5.00
25036,403.00,5.00
25058,403.00,5.00
25079,404.00,5.00
25102,403.00,5.00
25123,402.00,5.00
25145,404.00,5.00
25167,403.00,5.00
25189,402.00,5.00
25210,403.00,5.00
25233,405.00,5.00
25254,402.00,5.00
25276,403.00,5.00
25298,403.00,5.00
25320,403.00,5.00
25341,403.00,5.00
25364,403.00,5.00
25385,402.00,5.00
25407,404.00,5.00
25430,403.00,5.00
25451,403.00,5.00
25473,402.00,5.00
25495,403.00,5.00
25517,402.00,5.00
25538,402.00,5.00
25561,403.00,5.00
25582,403.00,5.00
25604,402.00,5.00
25625,401.00,5.00
25648,403.00,5.00
25669,403.00,5.00
25691,402.00,5.00
25713,402.00,5.00
25735,402.00,5.00
25756,401.00,5.00
25779,402.00,5.00
25800,402.00,5.00
25822,402.00,5.00
25844,403.00,5.00
25866,402.00,5.00
25887,402.00,5.00
25910,403.00,5.00
25931,402.00,5.00
25953,400.00,5.00
25975,401.00,5.00
25997,402.00,5.00
26018,402.00,5.00
26041,400.00,5.00
26062,402.00,5.00
26084,402.00,5.00
26106,401.00,5.00
26128,403.00,5.00
26149,402.00,5.00
26172,401.00,5.00
26193,402.00,5.00
26215,403.00,5.00
26237,400.00,5.00
26259,401.00,5.00
26280,403.00,5.00
26303,400.00,5.00
26324,401.00,5.00
26346,402.00,5.00
26369,400.00,5.00
26390,399.00,5.00
26412,401.00,5.00
26434,401.00,5.00
26456,400.00,5.00
26477,402.00,5.00
26500,401.00,5.00
26521,400.00,5.00
26543,402.00,5.00
26565,402.00,5.00
26587,402.00,5.00
26608,401.00,5.00
26631,401.00,5.00
26652,401.00,5.00
26674,400.00,5.00
26696,402.00,5.00
26718,401.00,5.00
26739,400.00,5.00
26762,402.00,5.00
