time,rainfall,value
30676,3.00,9.00
30697,3.00,9.00
30716,1.00,9.00
30736,0.00,9.00
30756,0.00,9.00
30776,3.00,9.00
30795,2.00,9.00
30815,1.00,9.00
30835,0.00,9.00
30855,0.00,9.00
30874,2.00,9.00
30895,2.00,9.00
30914,2.00,9.00
30934,1.00,9.00
30954,0.00,9.00
30973,1.00,9.00
30993,2.00,9.00
31012,3.00,9.00
31033,2.00,9.00
31052,0.00,9.00
31072,0.00,9.00
31092,3.00,9.00
31112,3.00,9.00
31131,1.00,9.00
31152,0.00,9.00
31171,1.00,9.00
31191,2.00,9.00
31210,2.00,9.00
31230,3.00,9.00
31250,1.00,9.00
31269,0.00,9.00
31290,1.00,9.00
31309,2.00,9.00
31329,1.00,9.00
31348,1.00,9.00
31369,0.00,9.00
31388,0.00,9.00
31408,1.00,9.00
31428,2.00,9.00
31448,3.00,9.00
31467,1.00,9.00
31488,0.00,9.00
31507,1.00,9.00
31526,3.00,9.00
31546,3.00,9.00
31566,1.00,9.00
31586,0.00,9.00
31605,1.00,9.00
31626,2.00,9.00
31645,3.00,9.00
31665,3.00,9.00
31685,1.00,9.00
31705,0.00,9.00
31724,3.00,9.00
31744,2.00,9.00
31764,2.00,9.00
31783,0.00,9.00
31803,0.00,9.00
31823,0.00,9.00
31843,3.00,9.00
31862,849.00,10.00
31886,790.00,10.00
31908,2.00,10.00
31929,2.00,10.00
31950,2.00,10.00
31971,0.00,10.00
31991,3.00,10.00
32012,4.00,10.00
32033,1.00,10.00
32054,0.00,10.00
32074,3.00,10.00
32096,2.00,10.00
32116,0.00,10.00
32137,0.00,10.00
32158,2.00,10.00
32179,2.00,10.00
32199,0.00,10.00
32221,0.00,10.00
32241,3.00,10.00
32262,2.00,10.00
32283,0.00,10.00
32304,0.00,10.00
32324,2.00,10.00
32345,2.00,10.00
32366,1.00,10.00
32387,0.00,10.00
32407,2.00,10.00
32429,3.00,10.00
32449,3.00,10.00
32470,0.00,10.00
32491,2.00,10.00
32512,2.00,10.00
32532,1.00,10.00
32553,0.00,10.00
32574,5.00,10.00
32594,2.00,10.00
32616,1.00,10.00
32636,0.00,10.00
32657,2.00,10.00
32677,2.00,10.00
32699,1.00,10.00
32719,0.00,10.00
32740,2.00,10.00
32761,2.00,10.00
32782,0.00,10.00
32802,0.00,10.00
32824,2.00,10.00
32844,3.00,10.00
32865,3.00,10.00
32886,0.00,10.00
32907,3.00,10.00
32927,2.00,10.00
32949,1.00,10.00
32969,0.00,10.00
32990,2.00,10.00
33010,2.00,10.00
33032,1.00,10.00
33052,0.00,10.00
33073,2.00,10.00
33094,3.00,10.00
33115,1.00,10.00
33135,0.00,10.00
33157,2.00,10.00
33177,2.00,10.00
33198,1.00,10.00
33219,0.00,10.00
33240,1.00,10.00
33260,3.00,10.00
33282,2.00,10.00
33302,0.00,10.00
33323,2.00,10.00
33343,3.00,10.00
33364,1.00,10.00
33385,1.00,10.00
33405,1.00,10.00
33427,2.00,10.00
33447,2.00,10.00
33468,0.00,10.00
33489,1.00,10.00
33510,2.00,10.00
33530,0.00,10.00
33552,0.00,10.00
33572,2.00,10.00
33593,2.00,10.00
33614,3.00,10.00
33635,0.00,10.00
33655,2.00,10.00
33676,3.00,10.00
33697,2.00,10.00
33718,0.00,10.00
33738,2.00,10.00
33760,2.00,10.00
33780,1.00,10.00
33801,0.00,10.00
33822,2.00,10.00
33843,2.00,10.00
33863,1.00,10.00
33885,0.00,10.00
33905,2.00,10.00
33926,3.00,10.00
33947,1.00,10.00
33968,0.00,10.00
33988,2.00,10.00
34009,3.00,10.00
34030,0.00,10.00
34051,0.00,10.00
34071,1.00,10.00
34093,2.00,10.00
34113,2.00,10.00
34134,1.00,10.00
34155,2.00,10.00
34176,4.00,10.00
34196,2.00,10.00
34217,0.00,10.00
34238,2.00,10.00
34258,3.00,10.00
34280,2.00,10.00
34300,0.00,10.00
34321,2.00,10.00
34341,3.00,10.00
34363,1.00,10.00
34383,0.00,10.00
34404,1.00,10.00
34425,3.00,10.00
34446,1.00,10.00
34466,1.00,10.00
34488,1.00,10.00
34508,3.00,10.00
34529,2.00,10.00
34550,1.00,10.00
34571,2.00,10.00
34591,4.00,10.00
34613,2.00,10.00
34633,3.00,10.00
34654,2.00,10.00
34674,2.00,10.00
34696,1.00,10.00
34716,1.00,10.00
34737,0.00,10.00
34758,2.00,10.00
34779,1.00,10.00
34799,0.00,10.00
34821,1.00,10.00
34841,2.00,10.00
34862,2.00,10.00
34883,0.00,10.00
34904,0.00,10.00
34924,2.00,10.00
34946,2.00,10.00
34966,0.00,10.00
34987,0.00,10.00
35007,2.00,10.00
35028,2.00,10.00
35049,0.00,10.00
35069,1.00,10.00
35091,2.00,10.00
35111,1.00,10.00
35132,1.00,10.00
35153,0.00,10.00
35174,3.00,10.00
35194,1.00,10.00
35216,0.00,10.00
35236,0.00,10.00
35257,3.00,10.00
35278,1.00,10.00
35299,0.00,10.00
35319,0.00,10.00
35340,1.00,10.00
35361,0.00,10.00
35382,0.00,10.00
35402,0.00,10.00
35424,1.00,10.00
35444,2.00,10.00
35465,0.00,10.00
35486,1.00,10.00
35507,3.00,10.00
35527,1.00,10.00
35549,0.00,10.00
35569,0.00,10.00
35590,2.00,10.00
35611,1.00,10.00
35632,0.00,10.00
35652,4.00,10.00
35673,2.00,10.00
35694,1.00,10.00
35715,0.00,10.00
35735,0.00,10.00
35757,2.00,10.00
35777,0.00,10.00
35798,0.00,10.00
35819,0.00,10.00
35840,2.00,10.00
35860,0.00,10.00
35881,1.00,10.00
35902,6.00,10.00
35922,2.00,10.00
35944,1.00,10.00
35964,0.00,10.00
35985,0.00,10.00
36005,2.00,10.00
36027,1.00,10.00
36047,0.00,10.00
36068,1.00,10.00
36089,2.00,10.00
36110,3.00,10.00
36130,1.00,10.00
36152,1.00,10.00
36172,1.00,10.00
36193,2.00,10.00
36214,2.00,10.00
36235,0.00,10.00
36255,3.00,10.00
36277,2.00,10.00
36297,1.00,10.00
36318,0.00,10.00
36338,3.00,10.00
36360,4.00,10.00
36380,2.00,10.00
36401,2.00,10.00
36422,4.00,10.00
36443,4.00,10.00
36463,2.00,10.00
36485,4.00,10.00
36505,3.00,10.00
36526,3.00,10.00
36547,1.00,10.00
36568,1.00,10.00
36588,2.00,10.00
36610,3.00,10.00
36630,1.00,10.00
36651,0.00,10.00
36671,6.00,10.00
36692,4.00,10.00
36713,2.00,10.00
36733,0.00,10.00
36755,3.00,10.00
36775,4.00,10.00
36796,1.00,10.00
36817,2.00,10.00
36838,4.00,10.00
36858,2.00,10.00
36880,2.00,10.00
36900,1.00,10.00
36921,3.00,10.00
36942,9.00,10.00
36963,0.00,10.00
36983,1.00,10.00
37004,4.00,10.00
37025,4.00,10.00
37046,3.00,10.00
37066,0.00,10.00
37088,4.00,10.00
37108,4.00,10.00
37129,1.00,10.00
37150,1.00,10.00
37171,4.00,10.00
37191,4.00,10.00
37213,1.00,10.00
37233,0.00,10.00
37254,2.00,10.00
37275,3.00,10.00
