time,rainfall,value
8941,3.00,0.00
8960,5.00,0.00
8978,5.00,0.00
8997,6.00,0.00
9016,5.00,0.00
9034,4.00,0.00
9054,5.00,0.00
9072,3.00,0.00
9091,4.00,0.00
9109,4.00,0.00
9128,6.00,0.00
9147,6.00,0.00
9165,5.00,0.00
9184,4.00,0.00
9203,4.00,0.00
9222,5.00,0.00
9240,3.00,0.00
9260,6.00,0.00
9278,6.00,0.00
9296,6.00,0.00
9315,5.00,0.00
9334,5.00,0.00
9353,4.00,0.00
9371,4.00,0.00
9391,5.00,0.00
9409,4.00,0.00
9427,6.00,0.00
9446,6.00,0.00
9465,5.00,0.00
9484,3.00,0.00
9502,3.00,0.00
9522,4.00,0.00
9540,3.00,0.00
9559,4.00,0.00
9577,7.00,0.00
9596,7.00,0.00
9615,4.00,0.00
9633,4.00,0.00
9653,6.00,0.00
9671,5.00,0.00
9690,5.00,0.00
9708,5.00,0.00
9728,6.00,0.00
9746,7.00,0.00
9764,6.00,0.00
9783,6.00,0.00
9802,4.00,0.00
9821,4.00,0.00
9839,2.00,0.00
9859,6.00,0.00
9877,6.00,0.00
9895,5.00,0.00
9914,6.00,0.00
9933,4.00,0.00
9952,4.00,0.00
9970,2.00,0.00
9990,2.00,0.00
10008,3.00,0.00
10028,6.00,0.00
10047,5.00,0.00
10067,4.00,0.00
10087,3.00,0.00
10106,4.00,0.00
10127,6.00,0.00
10146,5.00,0.00
10166,3.00,0.00
10186,3.00,0.00
10206,2.00,0.00
10225,4.00,0.00
10245,4.00,0.00
10265,4.00,0.00
10285,4.00,0.00
10304,3.00,0.00
10324,3.00,0.00
10344,4.00,0.00
10363,6.00,0.00
10384,3.00,0.00
10403,3.00,0.00
10423,1.00,0.00
10442,4.00,0.00
10463,5.00,0.00
10482,3.00,0.00
10502,2.00,0.00
10522,2.00,0.00
10542,5.00,0.00
10561,5.00,0.00
10580,4.00,0.00
10601,4.00,0.00
10620,2.00,0.00
10640,3.00,0.00
10660,5.00,0.00
10680,4.00,0.00
10699,3.00,0.00
10720,3.00,0.00
10739,3.00,0.00
10759,5.00,0.00
10778,4.00,0.00
10799,2.00,0.00
10818,3.00,0.00
10838,2.00,0.00
10858,3.00,0.00
10877,5.00,0.00
10897,4.00,0.00
10917,2.00,0.00
10937,3.00,0.00
10956,2.00,0.00
10976,4.00,0.00
10996,4.00,0.00
11016,2.00,0.00
11035,3.00,0.00
11056,3.00,0.00
11075,5.00,0.00
11095,4.00,0.00
11114,3.00,0.00
11134,3.00,0.00
11154,3.00,0.00
11173,2.00,0.00
11194,4.00,0.00
11213,3.00,0.00
11233,3.00,0.00
11253,3.00,0.00
11273,1.00,0.00
11292,3.00,0.00
11312,4.00,0.00
11332,3.00,0.00
11352,2.00,0.00
11371,1.00,0.00
11392,3.00,0.00
11411,3.00,0.00
11430,3.00,0.00
11451,2.00,0.00
11470,1.00,0.00
11490,1.00,0.00
11509,4.00,0.00
11530,4.00,0.00
11549,2.00,0.00
11569,1.00,0.00
11589,0.00,0.00
11609,3.00,0.00
11628,2.00,0.00
11649,2.00,0.00
11668,0.00,0.00
11687,0.00,0.00
11707,1.00,0.00
11727,3.00,0.00
11747,2.00,0.00
11766,1.00,0.00
11787,0.00,0.00
11806,1.00,0.00
11826,2.00,0.00
11845,2.00,0.00
11866,1.00,0.00
11885,0.00,0.00
11905,0.00,0.00
11925,2.00,0.00
11944,3.00,0.00
11964,1.00,0.00
11984,0.00,0.00
12004,1.00,0.00
12023,1.00,0.00
12043,2.00,0.00
12063,2.00,0.00
12083,0.00,0.00
12102,0.00,0.00
12123,0.00,0.00
12142,2.00,0.00
12162,2.00,0.00
12182,0.00,0.00
12201,0.00,0.00
12221,0.00,0.00
12240,1.00,0.00
12261,2.00,0.00
12280,1.00,0.00
12300,0.00,0.00
12320,0.00,0.00
12340,1.00,0.00
12359,1.00,0.00
12379,2.00,0.00
12399,0.00,0.00
12419,0.00,0.00
12438,0.00,0.00
12459,2.00,0.00
12478,2.00,0.00
12497,0.00,0.00
12518,0.00,0.00
12537,0.00,0.00
12557,1.00,0.00
12576,2.00,0.00
12597,1.00,0.00
12616,0.00,0.00
12636,0.00,0.00
12656,0.00,0.00
12676,2.00,0.00
12695,2.00,0.00
12716,0.00,0.00
12735,0.00,0.00
12754,0.00,0.00
12774,2.00,0.00
12794,2.00,0.00
12814,1.00,0.00
12833,0.00,0.00
12854,0.00,0.00
12873,1.00,0.00
12893,1.00,0.00
12913,0.00,0.00
12933,0.00,0.00
12952,0.00,0.00
12972,2.00,0.00
12992,2.00,0.00
13011,1.00,0.00
13031,0.00,0.00
13051,0.00,0.00
13071,0.00,0.00
13090,2.00,0.00
13110,2.00,0.00
13130,1.00,0.00
13150,1.00,0.00
13169,0.00,0.00
13190,1.00,0.00
13209,1.00,0.00
13229,0.00,0.00
13249,0.00,0.00
13268,0.00,0.00
13288,0.00,0.00
13307,2.00,0.00
13328,1.00,0.00
13347,0.00,0.00
13367,0.00,0.00
13387,0.00,0.00
13407,1.00,0.00
13426,2.00,0.00
13447,1.00,0.00
13466,0.00,0.00
13486,0.00,0.00
13505,1.00,0.00
13526,2.00,0.00
13545,2.00,0.00
13564,0.00,0.00
13585,0.00,0.00
13604,1.00,0.00
13624,3.00,0.00
13643,1.00,0.00
13664,1.00,0.00
13683,0.00,0.00
13703,0.00,0.00
13723,2.00,0.00
13743,2.00,0.00
13762,1.00,0.00
13783,0.00,0.00
13802,0.00,0.00
13821,1.00,0.00
13841,2.00,0.00
13861,2.00,0.00
13881,1.00,0.00
13900,0.00,0.00
13921,0.00,0.00
13940,2.00,0.00
13960,2.00,0.00
13980,0.00,0.00
14000,0.00,0.00
14019,0.00,0.00
14039,1.00,0.00
14059,3.00,0.00
14078,0.00,0.00
14098,0.00,0.00
14118,0.00,0.00
14138,0.00,0.00
14157,3.00,0.00
14178,2.00,0.00
14197,1.00,0.00
14217,0.00,0.00
14236,0.00,0.00
14257,2.00,0.00
14276,1.00,0.00
14296,1.00,0.00
14316,0.00,0.00
14336,0.00,0.00
14355,0.00,0.00
14374,3.00,0.00
14395,2.00,0.00
14414,3.00,0.00
14434,0.00,0.00
14454,2.00,0.00
14474,2.00,0.00
14493,2.00,0.00
14514,1.00,0.00
14533,0.00,0.00
14553,1.00,0.00
14572,1.00,0.00
14593,1.00,0.00
14612,1.00,0.00
14631,0.00,0.00
14652,0.00,0.00
14671,1.00,0.00
14691,2.00,0.00
14711,2.00,0.00
14731,1.00,0.00
14750,0.00,0.00
14770,1.00,0.00
14790,1.00,0.00
14810,1.00,0.00
14829,1.00,0.00
14850,0.00,0.00
14869,0.00,0.00
14888,1.00,0.00
14908,1.00,0.00
14928,1.00,0.00
14948,0.00,0.00
14967,0.00,0.00
14988,1.00,0.00
15007,2.00,0.00
15027,2.00,0.00
15047,1.00,0.00
15067,0.00,0.00
15086,0.00,0.00
15106,2.00,0.00
15126,0.00,0.00
15145,0.00,0.00
15165,2.00,0.00
15185,0.00,0.00
15205,2.00,0.00
15224,2.00,0.00
15245,1.00,0.00
15264,0.00,0.00
15284,0.00,0.00
15303,1.00,0.00
15324,2.00,0.00
15343,1.00,0.00
15363,1.00,0.00
15383,0.00,0.00
15403,1.00,0.00
15422,2.00,0.00
15442,3.00,0.00
15462,1.00,0.00
15481,0.00,0.00
15501,0.00,0.00
15521,1.00,0.00
15541,2.00,0.00
15560,2.00,0.00
15581,0.00,0.00
15600,0.00,0.00
15620,1.00,0.00
15639,2.00,0.00
15660,2.00,0.00
15679,1.00,0.00
15698,0.00,0.00
15719,0.00,0.00
15738,0.00,0.00
15758,2.00,0.00
15778,1.00,0.00
15798,0.00,0.00
15817,0.00,0.00
15837,1.00,0.00
15857,1.00,0.00
15877,2.00,0.00
15896,0.00,0.00
15917,0.00,0.00
15936,0.00,0.00
15955,1.00,0.00
15976,1.00,0.00
15995,1.00,0.00
16015,0.00,0.00
16034,0.00,0.00
16055,2.00,0.00
16074,2.00,0.00
16094,1.00,0.00
16114,0.00,0.00
16134,0.00,0.00
16153,2.00,0.00
16173,2.00,0.00
16193,3.00,0.00
16212,1.00,0.00
16232,0.00,0.00
16252,0.00,0.00
16272,3.00,0.00
16291,2.00,0.00
16312,1.00,0.00
16331,0.00,0.00
16351,0.00,0.00
16370,2.00,0.00
16391,2.00,0.00
16410,2.00,0.00
16430,0.00,0.00
16450,0.00,0.00
16470,2.00,0.00
16489,1.00,0.00
16509,1.00,0.00
16529,1.00,0.00
16548,0.00,0.00
16568,2.00,0.00
16588,2.00,0.00
16608,2.00,0.00
16627,1.00,0.00
16648,1.00,0.00
16667,0.00,0.00
16687,1.00,0.00
16707,2.00,0.00
16727,2.00,0.00
16746,0.00,0.00
16765,0.00,0.00
16786,2.00,0.00
16805,1.00,0.00
16825,3.00,0.00
16845,1.00,0.00
16865,0.00,0.00
16884,0.00,0.00
16904,2.00,0.00
16924,2.00,0.00
16944,1.00,0.00
16963,0.00,0.00
16984,0.00,0.00
17003,1.00,0.00
17022,2.00,0.00
17043,2.00,0.00
17062,1.00,0.00
17082,0.00,0.00
17101,0.00,0.00
17122,2.00,0.00
17141,2.00,0.00
17161,1.00,0.00
17181,0.00,0.00
17201,0.00,0.00
17220,3.00,0.00
17241,2.00,0.00
17260,2.00,0.00
17280,1.00,0.00
17299,0.00,0.00
17319,2.00,0.00
17339,2.00,0.00
17358,2.00,0.00
17379,1.00,0.00
17398,0.00,0.00
17418,1.00,0.00
17437,2.00,0.00
17458,2.00,0.00
17477,2.00,0.00
17497,0.00,0.00
17517,0.00,0.00
17537,2.00,0.00
17556,2.00,0.00
17576,2.00,0.00
17596,1.00,0.00
17615,0.00,0.00
17635,2.00,0.00
17655,3.00,0.00
17675,2.00,0.00
17694,2.00,0.00
17715,0.00,0.00
17734,1.00,0.00
17754,3.00,0.00
17774,3.00,0.00
17794,953.00,1.00
17815,801.00,1.00
17837,677.00,1.00
17859,1.00,1.00
17879,1.00,1.00
17898,0.00,1.00
17918,1.00,1.00
17938,2.00,1.00
17957,2.00,1.00
17978,1.00,1.00
17997,0.00,1.00
18017,1.00,1.00
18036,2.00,1.00
18057,2.00,1.00
18076,1.00,1.00
18096,0.00,1.00
18116,1.00,1.00
18136,2.00,1.00
18155,3.00,1.00
18176,2.00,1.00
18195,0.00,1.00
18214,0.00,1.00
18234,1.00,1.00
18254,2.00,1.00
18274,2.00,1.00
18293,1.00,1.00
18314,0.00,1.00
18333,1.00,1.00
18353,2.00,1.00
18373,3.00,1.00
18393,2.00,1.00
18412,1.00,1.00
18432,0.00,1.00
18452,1.00,1.00
18471,3.00,1.00
18491,3.00,1.00
18511,0.00,1.00
18531,0.00,1.00
18550,1.00,1.00
18571,2.00,1.00
18590,3.00,1.00
18610,2.00,1.00
18629,0.00,1.00
18650,837.00,2.00
18671,2.00,2.00
18691,2.00,2.00
18711,1.00,2.00
18731,0.00,2.00
18750,1.00,2.00
18770,2.00,2.00
18790,3.00,2.00
18809,1.00,2.00
18829,0.00,2.00
18849,0.00,2.00
18869,2.00,2.00
18888,2.00,2.00
18909,2.00,2.00
18928,0.00,2.00
18948,1.00,2.00
18967,2.00,2.00
18988,3.00,2.00
19007,2.00,2.00
19026,1.00,2.00
19047,0.00,2.00
19066,1.00,2.00
19086,2.00,2.00
19106,2.00,2.00
19126,1.00,2.00
19145,891.00,3.00
19167,740.00,3.00
19189,705.00,3.00
19211,1.00,3.00
19230,0.00,3.00
19251,1.00,3.00
19270,3.00,3.00
19290,1.00,3.00
19310,0.00,3.00
19330,1.00,3.00
19349,0.00,3.00
19369,2.00,3.00
19389,3.00,3.00
19408,1.00,3.00
19428,1.00,3.00
19448,0.00,3.00
19468,1.00,3.00
19487,2.00,3.00
19508,1.00,3.00
19527,2.00,3.00
19547,0.00,3.00
19566,1.00,3.00
19587,3.00,3.00
19606,2.00,3.00
19625,1.00,3.00
19646,1.00,3.00
19665,0.00,3.00
19685,3.00,3.00
19705,3.00,3.00
19725,2.00,3.00
19744,0.00,3.00
19764,0.00,3.00
19784,2.00,3.00
19804,2.00,3.00
19823,1.00,3.00
19844,0.00,3.00
19863,0.00,3.00
19883,1.00,3.00
19903,3.00,3.00
19922,3.00,3.00
19942,1.00,3.00
19961,1.00,3.00
19982,0.00,3.00
20001,3.00,3.00
20021,3.00,3.00
20041,1.00,3.00
20061,0.00,3.00
20080,0.00,3.00
20100,1.00,3.00
20120,2.00,3.00
20140,2.00,3.00
20159,0.00,3.00
20179,0.00,3.00
20199,2.00,3.00
20218,2.00,3.00
20239,2.00,3.00
20258,1.00,3.00
20278,1.00,3.00
20297,0.00,3.00
20318,3.00,3.00
20337,3.00,3.00
20357,1.00,3.00
20377,0.00,3.00
20397,1.00,3.00
20416,2.00,3.00
20436,3.00,3.00
20456,2.00,3.00
20475,0.00,3.00
20495,0.00,3.00
20515,1.00,3.00
20535,2.00,3.00
20554,2.00,3.00
20575,1.00,3.00
20594,0.00,3.00
20614,0.00,3.00
20634,2.00,3.00
20654,2.00,3.00
20673,0.00,3.00
20692,1.00,3.00
20713,0.00,3.00
20732,0.00,3.00
20752,2.00,3.00
20772,2.00,3.00
20792,1.00,3.00
20811,0.00,3.00
20831,1.00,3.00
20851,3.00,3.00
20871,2.00,3.00
20890,2.00,3.00
20911,1.00,3.00
20930,0.00,3.00
20950,2.00,3.00
20970,2.00,3.00
20989,1.00,3.00
21009,1.00,3.00
21028,864.00,4.00
21051,2.00,4.00
21070,2.00,4.00
21090,1.00,4.00
21110,0.00,4.00
21130,0.00,4.00
21149,2.00,4.00
21170,2.00,4.00
21189,2.00,4.00
21209,0.00,4.00
21228,0.00,4.00
21249,1.00,4.00
21268,3.00,4.00
21287,3.00,4.00
21308,1.00,4.00
21327,0.00,4.00
21347,1.00,4.00
21367,2.00,4.00
21387,2.00,4.00
21406,2.00,4.00
21426,0.00,4.00
21446,0.00,4.00
21466,2.00,4.00
21485,2.00,4.00
21506,2.00,4.00
21525,1.00,4.00
21544,0.00,4.00
21564,1.00,4.00
21584,2.00,4.00
21604,2.00,4.00
21623,2.00,4.00
21644,1.00,4.00
21663,0.00,4.00
21683,2.00,4.00
21703,4.00,4.00
21723,1.00,4.00
21742,0.00,4.00
21762,0.00,4.00
21782,1.00,4.00
21801,1.00,4.00
21821,2.00,4.00
21841,1.00,4.00
21861,0.00,4.00
21880,0.00,4.00
21901,3.00,4.00
21920,2.00,4.00
21940,1.00,4.00
21959,0.00,4.00
21980,0.00,4.00
21999,3.00,4.00
22019,2.00,4.00
22039,2.00,4.00
22059,1.00,4.00
22078,0.00,4.00
22098,2.00,4.00
22118,3.00,4.00
22137,2.00,4.00
22157,0.00,4.00
22177,0.00,4.00
22197,1.00,4.00
22216,3.00,4.00
22237,3.00,4.00
22256,1.00,4.00
22276,0.00,4.00
22295,0.00,4.00
22316,1.00,4.00
22335,3.00,4.00
22354,1.00,4.00
22375,0.00,4.00
22394,1.00,4.00
22414,0.00,4.00
22434,1.00,4.00
22454,2.00,4.00
22473,0.00,4.00
22493,0.00,4.00
22513,0.00,4.00
22533,2.00,4.00
22552,2.00,4.00
22573,873.00,5.00
22594,772.00,5.00
22616,2.00,5.00
22636,2.00,5.00
22656,2.00,5.00
22675,0.00,5.00
22694,0.00,5.00
22715,2.00,5.00
22734,2.00,5.00
22754,1.00,5.00
22774,1.00,5.00
22794,0.00,5.00
22813,1.00,5.00
22834,2.00,5.00
22853,3.00,5.00
22873,1.00,5.00
22892,0.00,5.00
22913,0.00,5.00
22932,2.00,5.00
22951,3.00,5.00
22972,2.00,5.00
22991,0.00,5.00
23011,0.00,5.00
23031,2.00,5.00
23051,3.00,5.00
23070,3.00,5.00
23090,0.00,5.00
23110,0.00,5.00
23130,2.00,5.00
23149,3.00,5.00
23170,3.00,5.00
23189,1.00,5.00
23208,0.00,5.00
23228,0.00,5.00
23248,3.00,5.00
23268,3.00,5.00
23287,1.00,5.00
23308,1.00,5.00
23327,0.00,5.00
23347,2.00,5.00
23367,2.00,5.00
23387,2.00,5.00
23406,0.00,5.00
23426,0.00,5.00
23446,1.00,5.00
23465,2.00,5.00
23485,2.00,5.00
23505,0.00,5.00
23525,0.00,5.00
23544,0.00,5.00
23565,2.00,5.00
23584,2.00,5.00
23604,2.00,5.00
23623,2.00,5.00
23644,0.00,5.00
23663,2.00,5.00
23683,2.00,5.00
23703,2.00,5.00
23723,2.00,5.00
23742,0.00,5.00
23762,1.00,5.00
23782,3.00,5.00
23801,2.00,5.00
23821,1.00,5.00
23841,0.00,5.00
23861,0.00,5.00
23880,2.00,5.00
23901,2.00,5.00
23920,1.00,5.00
23940,0.00,5.00
23959,0.00,5.00
23980,1.00,5.00
23999,2.00,5.00
24018,2.00,5.00
24039,0.00,5.00
24058,0.00,5.00
24078,1.00,5.00
24098,2.00,5.00
24118,2.00,5.00
24137,0.00,5.00
24157,0.00,5.00
24177,0.00,5.00
24197,2.00,5.00
24216,2.00,5.00
24237,2.00,5.00
24256,1.00,5.00
24275,0.00,5.00
24296,1.00,5.00
24315,2.00,5.00
24335,3.00,5.00
24354,1.00,5.00
24375,1.00,5.00
24394,875.00,6.00
24416,746.00,6.00
24438,0.00,6.00
24458,1.00,6.00
24477,0.00,6.00
24498,1.00,6.00
24517,1.00,6.00
24537,1.00,6.00
24556,1.00,6.00
24577,0.00,6.00
24596,2.00,6.00
24615,2.00,6.00
24636,3.00,6.00
24655,1.00,6.00
24675,0.00,6.00
24695,1.00,6.00
24715,2.00,6.00
24734,2.00,6.00
24754,2.00,6.00
24774,1.00,6.00
24794,0.00,6.00
24813,2.00,6.00
24834,2.00,6.00
24853,1.00,6.00
24872,1.00,6.00
24892,1.00,6.00
24912,2.00,6.00
24932,3.00,6.00
24951,2.00,6.00
24972,0.00,6.00
24991,0.00,6.00
25011,1.00,6.00
25031,3.00,6.00
25051,2.00,6.00
25070,2.00,6.00
25090,1.00,6.00
25110,0.00,6.00
25129,2.00,6.00
25149,3.00,6.00
25169,1.00,6.00
25189,0.00,6.00
25208,0.00,6.00
25229,1.00,6.00
25248,3.00,6.00
25268,3.00,6.00
25287,2.00,6.00
25308,0.00,6.00
25327,0.00,6.00
25347,3.00,6.00
25367,3.00,6.00
25387,1.00,6.00
25406,1.00,6.00
25426,0.00,6.00
25446,2.00,6.00
25465,3.00,6.00
25485,2.00,6.00
25505,0.00,6.00
25525,0.00,6.00
25544,1.00,6.00
25565,2.00,6.00
25584,2.00,6.00
25604,1.00,6.00
25623,1.00,6.00
25644,1.00,6.00
25663,3.00,6.00
25682,3.00,6.00
25703,1.00,6.00
25722,1.00,6.00
25742,0.00,6.00
25762,1.00,6.00
25782,2.00,6.00
25801,1.00,6.00
25821,1.00,6.00
25841,0.00,6.00
25861,0.00,6.00
25880,3.00,6.00
25901,3.00,6.00
25920,3.00,6.00
25939,0.00,6.00
25960,1.00,6.00
25979,2.00,6.00
25999,3.00,6.00
26018,832.00,7.00
26041,780.00,7.00
26062,3.00,7.00
26082,2.00,7.00
26102,1.00,7.00
26122,2.00,7.00
26141,0.00,7.00
26162,1.00,7.00
26181,2.00,7.00
26201,2.00,7.00
26220,0.00,7.00
26241,0.00,7.00
26260,1.00,7.00
26279,2.00,7.00
26300,2.00,7.00
26319,1.00,7.00
26339,0.00,7.00
26359,0.00,7.00
26379,3.00,7.00
26398,2.00,7.00
26418,1.00,7.00
26438,2.00,7.00
26458,0.00,7.00
26477,1.00,7.00
26498,2.00,7.00
26517,2.00,7.00
26536,2.00,7.00
26556,0.00,7.00
26576,1.00,7.00
26596,3.00,7.00
26615,3.00,7.00
26636,2.00,7.00
26655,1.00,7.00
26675,0.00,7.00
26695,1.00,7.00
26715,3.00,7.00
26734,1.00,7.00
26754,1.00,7.00
26774,0.00,7.00
26793,1.00,7.00
26813,2.00,7.00
26833,2.00,7.00
26853,1.00,7.00
26872,0.00,7.00
26893,1.00,7.00
26912,2.00,7.00
26932,2.00,7.00
26951,1.00,7.00
26972,1.00,7.00
26991,0.00,7.00
27011,2.00,7.00
27031,3.00,7.00
27051,2.00,7.00
27070,1.00,7.00
27090,0.00,7.00
27110,2.00,7.00
27129,2.00,7.00
27149,3.00,7.00
27169,1.00,7.00
27189,1.00,7.00
27208,1.00,7.00
27229,2.00,7.00
27248,3.00,7.00
27268,3.00,7.00
27287,867.00,8.00
27310,779.00,8.00
27331,472.00,8.00
27353,1.00,8.00
27373,0.00,8.00
27393,0.00,8.00
27412,3.00,8.00
27432,2.00,8.00
27452,1.00,8.00
27471,0.00,8.00
27492,0.00,8.00
27511,1.00,8.00
27531,2.00,8.00
27550,1.00,8.00
27571,1.00,8.00
27590,0.00,8.00
27610,4.00,8.00
27630,2.00,8.00
27650,1.00,8.00
27669,0.00,8.00
27689,0.00,8.00
27709,1.00,8.00
27728,3.00,8.00
27748,2.00,8.00
27768,1.00,8.00
27788,0.00,8.00
27807,0.00,8.00
27828,3.00,8.00
27847,2.00,8.00
27867,1.00,8.00
27886,0.00,8.00
27907,0.00,8.00
27926,0.00,8.00
27945,2.00,8.00
27966,2.00,8.00
27985,1.00,8.00
28005,1.00,8.00
28025,1.00,8.00
28045,2.00,8.00
28064,2.00,8.00
28084,1.00,8.00
28104,0.00,8.00
28124,1.00,8.00
28143,2.00,8.00
28164,3.00,8.00
28183,2.00,8.00
28203,0.00,8.00
28223,0.00,8.00
28242,1.00,8.00
28262,3.00,8.00
28281,3.00,8.00
28302,1.00,8.00
28321,1.00,8.00
28341,1.00,8.00
28361,2.00,8.00
28381,2.00,8.00
28400,1.00,8.00
28420,1.00,8.00
28440,0.00,8.00
28460,2.00,8.00
28479,2.00,8.00
28499,2.00,8.00
28519,1.00,8.00
28538,0.00,8.00
28559,1.00,8.00
28578,3.00,8.00
28598,4.00,8.00
28617,2.00,8.00
28638,0.00,8.00
28657,0.00,8.00
28677,2.00,8.00
28697,5.00,8.00
28717,1.00,8.00
28736,1.00,8.00
28756,0.00,8.00
28776,1.00,8.00
28795,2.00,8.00
28815,1.00,8.00
28835,0.00,8.00
28855,0.00,8.00
28874,1.00,8.00
28895,3.00,8.00
28914,2.00,8.00
28934,1.00,8.00
28954,0.00,8.00
28974,0.00,8.00
28993,1.00,8.00
29012,2.00,8.00
29033,0.00,8.00
29052,1.00,8.00
29072,0.00,8.00
29092,1.00,8.00
29112,2.00,8.00
29131,3.00,8.00
29151,1.00,8.00
29171,0.00,8.00
29191,1.00,8.00
29210,2.00,8.00
29231,3.00,8.00
29250,0.00,8.00
29270,1.00,8.00
29290,0.00,8.00
29309,2.00,8.00
29329,4.00,8.00
29348,2.00,8.00
29369,0.00,8.00
29388,0.00,8.00
29408,1.00,8.00
29428,2.00,8.00
29448,3.00,8.00
29467,0.00,8.00
29488,0.00,8.00
29507,1.00,8.00
29527,2.00,8.00
29546,3.00,8.00
29566,836.00,9.00
29588,770.00,9.00
29609,3.00,9.00
29630,3.00,9.00
29649,1.00,9.00
29669,0.00,9.00
29689,0.00,9.00
29709,1.00,9.00
29728,2.00,9.00
29748,1.00,9.00
29768,1.00,9.00
29788,0.00,9.00
29807,1.00,9.00
29828,3.00,9.00
29847,3.00,9.00
29867,2.00,9.00
29887,0.00,9.00
29906,1.00,9.00
29926,2.00,9.00
29945,2.00,9.00
29966,2.00,9.00
29985,1.00,9.00
30005,0.00,9.00
30025,1.00,9.00
30045,2.00,9.00
30064,2.00,9.00
30084,0.00,9.00
30104,0.00,9.00
30124,1.00,9.00
30143,2.00,9.00
30163,3.00,9.00
30183,1.00,9.00
30202,0.00,9.00
30223,0.00,9.00
30242,2.00,9.00
30262,1.00,9.00
30281,2.00,9.00
30302,1.00,9.00
30321,0.00,9.00
30341,1.00,9.00
30361,3.00,9.00
30381,2.00,9.00
30400,1.00,9.00
30420,0.00,9.00
30440,1.00,9.00
30459,3.00,9.00
30479,3.00,9.00
30499,1.00,9.00
30519,1.00,9.00
30538,0.00,9.00
30559,3.00,9.00
30578,4.00,9.00
30598,1.00,9.00
30618,1.00,9.00
30638,1.00,9.00
30657,2.00,9.00
