time,value
11730,324
11743,325
11755,323
11767,322
11780,324
11792,325
11805,323
11817,322
11830,324
11842,325
11854,323
11868,322
11880,324
11892,324
11908,325
11919,323
11930,324
11942,325
11955,324
11967,323
11979,325
11992,325
12005,324
12017,323
12029,325
12042,326
12054,324
12067,323
12080,325
12092,326
12104,324
12116,323
12130,325
12142,326
12154,324
12167,323
12179,325
12191,326
12205,324
12217,323
12229,325
12241,326
12254,324
12267,323
12279,325
12292,326
12304,324
12316,323
12329,325
12342,326
12354,324
12366,323
12379,325
12391,326
12404,324
12417,323
12429,325
12441,326
12453,324
12467,323
12483,323
12494,326
12506,325
12517,323
12529,326
12541,326
12554,324
12566,323
12578,326
12591,326
12604,324
12616,323
12628,326
12641,326
12653,324
12666,323
12679,326
12691,326
12703,324
12716,323
12729,326
12741,326
12753,324
12766,323
12778,326
12790,326
12804,324
12816,323
12828,326
12840,326
12853,324
12866,323
12878,326
12891,326
12903,324
12915,324
12929,326
12941,326
12953,324
12965,324
12978,326
12990,326
13003,324
13016,324
13028,326
13040,326
13052,326
13069,324
13079,325
13090,326
13103,324
13115,324
13128,326
13140,326
13153,324
13165,324
13177,326
13190,326
13203,324
13215,324
13228,326
13240,326
13252,324
13265,324
13278,326
13290,326
13302,324
13315,324
13328,326
13340,326
13352,324
13365,324
13377,326
13389,326
13403,324
13415,324
13427,326
13440,326
13452,324
13465,324
13477,326
13490,326
13502,324
13514,324
13528,326
13540,326
13552,324
13564,324
13577,326
13589,326
13602,324
13615,324
13627,326
13643,326
13655,325
13666,323
13677,326
13689,326
13702,324
13714,324
13727,326
13740,326
13752,324
13764,324
13776,326
13789,326
13802,324
13814,324
13827,326
13839,326
13851,324
13864,324
13877,326
13889,326
13901,324
13914,324
13927,326
13939,326
13952,324
13964,324
13976,326
13988,326
14002,324
14014,324
14026,326
14039,326
14051,324
14064,324
14076,326
14089,326
14101,324
14113,324
14127,326
14139,326
14151,324
14163,325
14176,326
14188,326
14201,324
14214,325
14230,325
14241,327
14253,325
14264,325
14276,327
14288,326
14301,324
14313,325
14326,327
14339,326
14351,324
14363,325
14375,326
14388,326
14401,324
14413,325
14426,326
14438,326
14450,324
14464,325
14476,326
14488,325
14500,324
14513,325
14526,326
14538,325
14551,324
14563,325
14575,326
14587,325
14601,324
14613,325
14625,326
14638,325
14650,324
14663,325
14675,326
14688,325
14700,324
14712,325
14726,326
14738,325
14750,323
14763,324
14775,326
14787,325
14815,324
14826,326
14836,325
14848,324
14859,326
14870,325
14881,323
14893,326
14904,325
14915,324
14926,326
14938,325
14950,323
14962,325
14974,326
14987,325
15000,323
15012,325
15025,326
15037,325
15049,323
15063,325
15075,326
15087,325
15099,323
15112,325
15125,326
15137,325
15150,323
15162,325
15174,326
15186,325
15200,323
15212,325
15224,326
15237,325
15249,323
15262,325
15275,326
15287,325
15299,323
15311,325
15325,326
15337,325
15349,323
15362,325
15374,325
15390,326
15400,324
15412,325
15424,326
15436,325
15449,323
15462,325
15474,326
15486,325
15499,323
15511,325
15524,326
15537,325
15549,323
15561,325
15574,326
15586,325
15599,323
15611,325
15624,326
15636,325
15648,323
15662,325
15674,326
15686,325
15698,323
15711,325
15724,326
15736,325
15749,323
15761,325
15773,326
15785,325
15799,323
15811,325
15823,326
15836,325
15848,323
15861,325
15874,326
15886,325
15898,323
15910,325
15924,326
15936,325
15948,323
15961,324
15977,325
15988,326
16000,324
16011,325
16023,326
16035,325
16048,324
16061,326
16073,326
16086,325
16098,324
16110,326
16123,326
16136,325
16148,324
16160,326
16173,326
16185,325
16198,324
16210,326
16223,326
16235,325
16247,324
16261,326
16273,326
16285,325
16297,324
16310,326
16323,326
16335,325
16348,324
16360,326
16372,326
16385,325
16398,324
16410,326
16422,326
16435,325
16447,324
16460,326
16473,327
16485,325
16497,324
16509,326
16523,327
16535,325
16550,325
16562,325
16573,327
16584,325
16598,324
16610,326
16622,327
16634,325
16647,324
16660,326
16672,327
16685,325
16697,324
16709,326
16722,327
16735,325
16747,324
16759,326
16772,327
16784,325
16797,324
16809,326
16822,327
16834,325
16846,324
16860,326
16872,327
16884,325
16897,324
16909,326
16922,327
16934,325
16947,324
16959,326
16971,327
16984,325
16997,324
17009,326
17021,327
17034,325
17046,324
17059,326
17072,327
17084,325
17096,324
17108,327
17122,326
17138,327
17149,324
17161,326
17172,326
17183,325
17197,324
17209,326
17221,326
17233,325
17246,324
17259,326
17271,326
17284,324
17296,324
17308,326
17321,326
17334,324
17346,324
17358,326
17371,326
17383,324
17396,324
17409,326
17421,326
17433,324
17445,324
17459,326
17471,326
17483,324
17496,324
17508,326
17521,326
17533,324
17546,324
17558,326
17570,326
17583,324
17596,324
17608,326
17620,326
17633,324
17645,324
17658,326
17671,326
17683,324
17695,324
17711,325
17722,326
17733,324
17745,324
17758,326
17770,326
17782,324
17796,324
17808,326
17820,326
17832,324
17845,324
17858,326
17870,326
17883,324
17895,324
17907,326
17921,326
17933,324
17945,324
17957,326
17970,326
17982,324
17995,324
18008,326
18020,326
18032,324
18044,324
18058,326
18070,326
18082,324
18095,324
18107,326
18120,326
18132,324
18145,324
18157,326
18169,326
18182,324
18195,324
18207,326
18220,326
18232,324
18244,324
18257,326
18270,326
18282,326
18298,324
18310,325
18321,326
18332,324
18344,324
18357,326
18369,326
18381,324
18395,325
18407,326
18419,326
18432,324
18444,325
18457,326
18469,326
18482,324
18494,325
18506,326
18520,326
18532,324
18544,325
18556,326
18569,326
18581,324
18594,325
18607,327
18619,326
18631,324
18643,325
18657,327
18669,326
18681,324
18694,325
18706,327
18719,326
18732,324
18744,325
18756,327
18768,326
18781,324
18794,325
18806,327
18819,326
18831,324
18843,325
18856,327
18872,327
18883,325
18894,325
18906,327
18919,326
18931,324
18944,325
18956,327
18968,326
18980,324
18994,325
19006,327
19018,326
19031,324
19043,325
19056,327
19068,326
19081,324
19093,325
19105,327
19119,326
19131,324
19143,325
19155,327
19168,326
19180,324
19193,325
19206,327
19218,326
19230,324
19243,325
19256,327
19268,326
19280,324
19293,326
19305,327
19318,326
19331,324
19343,326
19355,327
19367,326
19380,324
19393,326
19405,327
19418,326
19430,324
19442,325
19460,326
19471,327
19482,325
19492,326
19505,327
19518,326
19530,324
19543,326
19555,327
19567,326
19579,324
19593,326
19605,327
19617,326
19630,324
19642,326
19655,327
19667,326
19680,324
19692,326
19704,327
19718,326
19730,324
19742,326
19755,327
19767,326
19779,324
19792,326
19805,327
19817,326
19829,324
19842,326
19855,327
19867,326
19879,324
19892,326
19904,327
19917,326
19930,324
19942,326
19954,327
19966,326
19979,324
19992,326
20004,327
20017,326
20032,325
20043,325
20055,327
20067,326
20079,324
20091,326
20104,327
20117,326
20129,324
20142,326
20154,327
20166,326
20178,324
20192,326
20204,327
20216,326
20229,324
20241,326
20254,327
20267,325
20279,324
20291,326
20303,327
20317,325
20329,324
20341,326
20354,327
20366,325
20378,324
20391,326
20404,327
20416,325
20428,324
20441,326
20454,327
20466,325
20478,324
20491,326
20503,327
20516,325
20529,324
20541,326
20553,327
20566,325
20578,324
20591,326
20603,326
20620,327
20631,325
20642,325
20654,327
20666,325
20678,324
20690,326
20703,327
20716,325
20728,324
20741,326
20753,327
20765,325
20777,324
20791,326
20803,327
20815,325
20828,324
20840,326
20853,327
20866,325
20878,324
20890,326
20902,327
20916,325
20928,324
20940,326
20953,327
20965,325
20977,324
20990,326
21003,327
21015,325
21027,324
21040,326
21053,327
21065,325
21078,324
21090,326
21102,327
21115,325
21128,324
21140,326
21152,327
21165,325
21177,324
21193,325
21204,327
21215,325
21227,324
21239,326
21253,326
21265,325
21277,324
21289,326
21302,326
21315,325
21327,324
21340,326
21352,326
21364,324
21377,324
21390,326
21402,326
21414,324
21427,324
21439,326
21452,326
21465,324
21477,324
21489,326
21501,326
21515,324
21527,324
21539,326
21552,326
21564,324
21576,324
21590,326
21602,326
21614,324
21626,324
21639,326
21652,326
21664,324
21677,324
21689,326
21701,326
21714,324
21727,324
21739,326
21751,326
21764,326
21781,324
21792,325
21803,326
21814,324
21826,324
21838,326
21852,326
21864,324
21876,324
21889,326
21901,326
21914,324
21926,324
21939,326
21951,326
21963,324
21976,324
21989,326
22001,326
22013,324
22026,324
22038,326
22051,326
22064,324
22076,324
22088,326
22100,326
22114,324
22126,324
22138,326
22151,326
22163,324
22175,324
22189,326
22201,326
22213,324
22225,324
22238,326
22251,326
22263,324
22276,324
22288,326
22300,326
22313,324
22326,324
22338,326
22350,326
22366,325
22377,324
22388,326
22401,326
22413,324
22425,324
22437,326
22451,326
22463,324
22475,325
22488,326
22500,326
22513,324
22525,325
22538,326
22550,326
22562,324
22575,325
22588,326
22600,326
22612,324
22625,325
22637,326
22650,326
22663,324
22675,325
22687,326
22700,326
22713,324
22725,325
22737,326
22750,326
22762,324
22774,325
22788,326
22800,326
22812,324
22824,325
22837,326
22850,325
22862,324
22875,325
22887,326
22899,325
22913,324
22925,325
22941,325
22952,326
22964,324
22975,324
22987,326
23000,325
23012,323
23024,324
23036,326
23050,325
23062,323
23074,324
23087,326
23099,325
23112,323
23124,324
23137,326
23149,325
23161,323
23174,324
23187,326
23199,325
23212,323
23224,324
23236,326
23249,325
23262,323
23274,324
23286,326
23299,325
23312,323
23324,324
23336,326
23349,325
23361,323
23373,324
23387,326
23399,325
23411,323
23424,325
23436,326
23449,325
23461,323
23474,325
23486,326
23498,325
23512,325
23527,323
23538,326
23549,325
23561,323
23573,325
23586,326
23599,325
23611,323
23623,325
23635,326
23649,325
23661,323
23673,325
23686,326
23698,325
23711,323
23724,325
23736,326
23748,325
23760,323
23773,325
23786,326
23798,325
23811,323
23823,325
23835,326
23848,325
23861,323
23873,325
23885,326
23898,325
23911,323
23923,325
23936,326
23948,325
23960,323
23972,325
23986,326
23998,325
24010,323
24023,325
24035,326
24048,325
24060,323
24073,325
24085,326
24102,326
24113,324
24124,324
24135,326
24147,325
24160,323
24172,325
24185,326
24198,325
24210,323
24222,325
24235,326
24248,325
24260,323
24272,325
24285,326
24297,325
24310,323
24323,325
24335,326
24347,325
24359,323
24372,325
24385,326
24397,325
24410,323
24422,325
24434,326
24448,325
24460,323
24472,325
24484,326
24497,324
24510,323
24522,325
24535,326
24547,324
24559,323
24571,325
24585,326
24597,324
24609,323
24622,325
24634,326
24647,324
24659,323
24672,323
24687,326
24698,325
24710,323
24722,325
24734,326
24747,324
24759,323
24771,325
24784,326
24797,324
24809,323
24821,325
24834,326
24847,324
24859,323
24871,325
24884,326
24896,324
24909,323
24922,325
24934,326
24946,324
24958,323
24971,325
24984,326
24996,324
25009,323
25021,325
25033,326
25047,324
25059,323
25071,325
25083,326
25096,324
25109,323
25121,325
25134,326
25146,324
25158,323
25170,325
25184,326
25196,324
25208,323
25221,325
25233,326
25246,324
25263,324
25274,324
25285,326
25296,324
25309,323
25321,326
25333,326
25346,324
25358,323
25370,326
25383,326
25396,324
25408,323
25420,326
25433,326
25446,324
25458,323
25470,326
25483,326
25495,324
25508,323
25521,326
25533,326
25545,324
25558,323
25570,326
25583,326
25595,324
25608,323
25620,326
25632,326
25646,324
25658,323
25670,326
25682,326
25695,324
25708,323
25720,326
25733,326
25745,324
25757,323
25769,326
25783,326
25795,324
25807,324
25820,326
25832,326
25848,326
25860,323
25870,326
25882,326
25894,324
25908,324
25920,326
25932,326
25945,324
25957,324
25969,326
25982,326
25995,324
26007,324
26019,326
26032,326
26045,324
26057,324
26070,326
26082,326
26094,324
26107,324
26120,326
26132,326
26144,324
26157,324
26169,326
26182,326
26194,324
26207,324
26219,326
26231,326
26245,324
26257,324
26269,326
26281,326
26294,324
26307,324
26319,326
26332,326
26344,324
26356,324
26369,326
26382,326
26394,324
26406,324
26423,324
26434,327
26445,325
26457,324
26469,327
26481,326
26493,324
26507,324
26519,327
26531,326
26544,324
26556,324
26568,327
26582,326
26594,324
26606,324
26618,327
26631,326
26644,324
26656,324
26669,327
26681,326
26693,324
26706,324
26719,327
26731,326
26743,324
26756,325
26768,327
26781,327
26793,324
26806,325
26818,328
26830,327
26844,324
26856,325
26868,328
26881,327
26893,324
26906,325
26918,328
26931,327
26943,324
26955,325
26968,328
26981,327
26993,327
27009,324
27020,327
27031,327
27043,324
27056,325
27068,328
27080,327
27092,325
27106,326
27118,328
27130,327
27143,324
27155,325
27167,327
27181,326
27193,324
27205,325
27217,327
27230,326
27243,324
27255,325
27268,327
27280,326
27292,324
27305,325
27318,327
27330,326
27342,324
27355,325
27367,327
27380,326
27393,324
27405,325
27417,327
27429,326
27443,323
27455,325
27467,326
27480,325
27492,323
27505,325
27517,326
27530,325
27542,323
27554,325
27567,326
27584,326
27595,324
27607,323
27617,326
27629,325
27642,323
27655,325
27667,327
27679,325
27692,323
27705,325
27717,327
27729,326
27742,324
27754,326
27766,327
27780,326
27792,324
27804,326
27816,327
27829,326
27842,324
27854,326
27867,327
27879,326
27891,324
27905,326
27917,327
27929,326
27941,324
27954,326
27966,327
27979,326
27992,324
28004,326
28016,327
28028,326
28042,324
28054,326
28066,327
28079,326
28091,324
28104,326
28116,328
28129,326
28141,324
28153,324
28170,327
28180,327
28191,324
28204,326
28216,328
28228,326
28241,324
28254,326
28266,328
28278,326
28291,324
28304,326
28316,327
28328,326
28341,324
28353,326
28365,328
28379,326
28391,324
28403,327
28416,328
28428,326
28441,324
28453,327
28466,328
28478,326
28490,324
28504,327
28516,328
28528,326
28540,324
28553,327
28565,328
28578,326
28591,324
28603,327
28615,328
28627,326
28641,324
28653,327
28665,328
28678,326
28690,325
28703,327
28716,328
28728,326
28740,327
28756,324
28768,327
28779,326
28790,324
28803,327
28815,328
28827,326
28840,324
28853,327
28865,327
28877,325
28890,323
28903,326
28915,327
28928,325
28940,324
28952,326
28964,327
28978,325
28990,324
29002,326
29015,327
29027,325
29040,324
29052,327
29065,327
29077,325
29089,324
29103,327
29115,327
29127,325
29139,324
29152,327
29164,327
29177,325
29190,324
29202,327
29214,327
29227,325
29240,324
29252,327
29264,327
29277,325
29289,324
29302,327
29315,327
29330,327
29341,324
29352,327
29364,327
29377,325
29389,324
29402,327
29414,327
29426,325
29440,324
29452,327
29464,327
29476,325
29489,324
29502,327
29514,327
29527,325
29539,324
29551,327
29563,327
29577,325
29589,324
29601,327
29614,327
29626,325
29639,324
29651,327
29664,328
29676,325
29688,324
29702,327
29714,327
29726,325
29739,324
29751,327
29763,327
29776,325
29789,324
29801,327
29813,327
29826,325
29839,324
29851,327
29863,328
29876,325
29888,325
29901,324
29918,328
29929,327
29940,324
29950,328
29963,328
29976,325
29988,325
30001,328
30013,328
30025,325
30039,325
30051,328
30063,328
30075,326
30088,326
30101,329
30113,329
30126,326
30138,326
30150,329
30162,329
30176,326
30188,326
30200,329
30213,329
30225,326
30238,326
30251,329
30263,329
30275,326
30287,326
30301,329
30313,329
30325,326
30338,326
30350,329
30362,329
30375,326
30388,326
30400,329
30412,328
30425,326
30438,326
30450,329
30462,329
30475,326
30490,326
30501,328
30513,329
30525,326
30537,326
30550,329
30562,328
30575,326
30587,326
30600,329
30612,328
30624,326
30638,326
30650,329
30662,328
30674,326
30687,326
30700,329
30712,328
30725,325
30737,327
30749,330
30761,330
30775,327
30787,328
30799,331
30812,330
30824,327
30837,328
30850,331
30862,330
30874,327
30886,328
30900,330
30912,329
30924,326
30937,327
30949,330
30961,329
30974,326
30987,328
30999,330
31011,328
31024,325
31037,327
31049,329
31062,329
31078,329
31089,326
31100,331
31112,331
31124,328
31136,330
31149,333
31161,398
31174,207
31186,260
31199,447
31211,396
31223,205
31237,263
31249,448
31261,395
31273,205
31286,268
31299,446
31311,393
31324,203
31336,273
31348,453
31361,392
31374,201
31386,271
31398,442
31411,376
31423,188
31436,266
31449,441
31461,373
31473,190
31485,271
31499,443
31511,376
31523,192
31536,276
31548,448
31560,376
31574,191
31586,281
31598,451
31610,376
31623,194
31636,286
31651,347
31663,444
31674,207
31685,293
31698,459
31711,378
31723,197
31735,299
31748,462
31760,377
31773,196
31785,304
31798,465
31810,371
31822,215
31836,348
31848,450
31860,398
31873,305
31885,359
31898,435
31910,386
31923,294
31935,335
31947,408
31960,366
31973,238
31985,352
31997,442
32010,309
32022,211
32035,320
32048,416
32060,260
32072,190
32084,290
32098,364
32110,317
32122,234
32135,295
32147,364
32159,315
32173,238
32185,299
32197,360
32209,316
32222,342
32239,243
32250,329
32262,346
32272,242
32284,301
32297,365
32310,327
32322,252
32334,328
32347,407
32359,345
32372,257
32385,344
32397,425
32409,358
32421,266
32435,362
32447,444
32459,369
32472,282
32484,376
32497,451
32509,377
32522,279
32534,388
32546,474
32559,385
32572,282
32584,399
32596,498
32609,391
32621,276
32634,419
32647,473
32659,383
32671,301
32684,401
32697,471
32709,387
32721,306
32734,407
32746,469
32758,388
32772,310
32784,408
32796,471
32812,460
32823,324
32834,403
32846,471
32859,389
32871,311
32883,418
32897,485
32909,389
32921,314
32933,420
32946,477
32958,389
32971,308
32984,427
32996,488
33008,386
33020,305
33034,432
33046,492
33058,380
33071,296
33083,442
33096,505
33108,380
33121,295
33133,447
33145,509
33158,378
33171,299
33183,457
33196,511
33208,375
33220,302
33233,461
33246,512
33258,372
33270,310
33283,468
33296,507
33308,370
33320,320
33333,474
33345,499
33357,374
33371,339
33383,325
33399,470
33411,460
33422,329
33433,466
33445,494
33458,384
33470,346
33482,468
33496,490
33508,380
33520,342
33532,464
33545,483
33557,373
33570,339
33583,460
33595,479
33607,354
33619,308
33633,440
33645,448
33657,326
33670,295
33682,422
33695,432
33708,305
33720,274
33732,401
33744,400
33757,275
33770,244
33782,375
33795,385
33807,266
33819,244
33832,372
33845,381
33857,248
33869,233
33882,379
33895,385
33907,243
33920,232
33932,380
33944,379
33956,246
33973,220
33984,334
33994,391
34007,249
34019,242
34032,390
34044,386
34057,248
34069,248
34081,399
34095,389
34107,249
34119,253
34131,404
34144,394
34156,249
34169,256
34182,409
34194,395
34206,249
34219,261
34232,413
34244,395
34256,247
34269,263
34281,416
34294,394
