time,rainfall,value
32182,0.00,15.00
32203,0.00,15.00
32224,0.00,15.00
32244,0.00,15.00
32266,1.00,15.00
32286,0.00,15.00
32307,0.00,15.00
32328,0.00,15.00
32349,1.00,15.00
32369,0.00,15.00
32391,0.00,15.00
32411,0.00,15.00
32432,1.00,15.00
32452,0.00,15.00
32474,0.00,15.00
32494,0.00,15.00
32515,0.00,15.00
32536,0.00,15.00
32557,0.00,15.00
32577,0.00,15.00
32599,1.00,15.00
32619,0.00,15.00
32640,0.00,15.00
32661,0.00,15.00
32681,0.00,15.00
32702,0.00,15.00
32723,0.00,15.00
32744,0.00,15.00
32764,0.00,15.00
32785,0.00,15.00
32806,0.00,15.00
32827,0.00,15.00
32847,0.00,15.00
32869,0.00,15.00
32889,0.00,15.00
32910,0.00,15.00
32931,0.00,15.00
32952,0.00,15.00
32972,0.00,15.00
32994,0.00,15.00
33014,0.00,15.00
33035,0.00,15.00
33056,0.00,15.00
33077,0.00,15.00
33097,0.00,15.00
33118,0.00,15.00
33139,0.00,15.00
33160,0.00,15.00
33180,0.00,15.00
33202,0.00,15.00
33222,0.00,15.00
33243,0.00,15.00
33264,0.00,15.00
33285,0.00,15.00
33305,0.00,15.00
33327,0.00,15.00
33347,0.00,15.00
33368,0.00,15.00
33389,0.00,15.00
33410,0.00,15.00
33430,0.00,15.00
33451,0.00,15.00
33472,0.00,15.00
33492,0.00,15.00
33513,1.00,15.00
33534,0.00,15.00
33555,0.00,15.00
33575,0.00,15.00
33597,1.00,15.00
33617,0.00,15.00
33638,0.00,15.00
33659,0.00,15.00
33680,0.00,15.00
33700,0.00,15.00
33722,0.00,15.00
33742,0.00,15.00
33763,0.00,15.00
33783,0.00,15.00
33805,0.00,15.00
33825,0.00,15.00
33846,0.00,15.00
33867,0.00,15.00
33888,0.00,15.00
33908,0.00,15.00
33930,0.00,15.00
33950,0.00,15.00
33971,0.00,15.00
33992,0.00,15.00
34013,0.00,15.00
34033,0.00,15.00
34055,0.00,15.00
34075,0.00,15.00
34096,1.00,15.00
34116,3.00,15.00
34138,0.00,15.00
34158,0.00,15.00
34179,0.00,15.00
34200,1.00,15.00
34221,0.00,15.00
34241,0.00,15.00
34263,0.00,15.00
34283,0.00,15.00
34304,0.00,15.00
34325,0.00,15.00
34345,0.00,15.00
34366,3.00,15.00
34387,0.00,15.00
34408,0.00,15.00
34428,0.00,15.00
34449,0.00,15.00
34470,0.00,15.00
34491,0.00,15.00
34511,0.00,15.00
34533,0.00,15.00
34553,0.00,15.00
34574,0.00,15.00
34595,0.00,15.00
34616,2.00,15.00
34636,0.00,15.00
34658,0.00,15.00
34678,0.00,15.00
34699,0.00,15.00
34720,0.00,15.00
34741,0.00,15.00
34761,0.00,15.00
34782,0.00,15.00
34803,0.00,15.00
34824,0.00,15.00
34844,0.00,15.00
34866,1.00,15.00
34886,0.00,15.00
34907,0.00,15.00
34928,0.00,15.00
34949,0.00,15.00
34969,0.00,15.00
34991,0.00,15.00
35011,0.00,15.00
35032,0.00,15.00
35053,0.00,15.00
35074,0.00,15.00
35094,0.00,15.00
35115,0.00,15.00
35136,0.00,15.00
35156,0.00,15.00
35177,0.00,15.00
35198,3.00,15.00
35219,0.00,15.00
35239,0.00,15.00
35261,0.00,15.00
35281,1.00,15.00
35302,0.00,15.00
35323,0.00,15.00
35344,0.00,15.00
35364,0.00,15.00
35386,0.00,15.00
35406,0.00,15.00
35427,0.00,15.00
35447,1.00,15.00
35469,0.00,15.00
35489,0.00,15.00
35510,0.00,15.00
35531,1.00,15.00
35552,0.00,15.00
35572,0.00,15.00
35594,0.00,15.00
35614,3.00,15.00
35635,0.00,15.00
35656,0.00,15.00
35677,0.00,15.00
35697,1.00,15.00
35719,0.00,15.00
35739,0.00,15.00
35760,1.00,15.00
35780,3.00,15.00
35802,0.00,15.00
35822,0.00,15.00
35843,1.00,15.00
35864,2.00,15.00
35885,2.00,15.00
35905,0.00,15.00
35927,0.00,15.00
35947,2.00,15.00
35968,0.00,15.00
35989,0.00,15.00
36009,1.00,15.00
36030,1.00,15.00
36051,1.00,15.00
36072,0.00,15.00
36092,0.00,15.00
36113,1.00,15.00
36134,0.00,15.00
36155,0.00,15.00
36175,0.00,15.00
36197,3.00,15.00
36217,1.00,15.00
36238,0.00,15.00
36259,0.00,15.00
36280,1.00,15.00
36300,0.00,15.00
36322,0.00,15.00
36342,0.00,15.00
36363,1.00,15.00
36384,1.00,15.00
36405,0.00,15.00
36425,0.00,15.00
36446,1.00,15.00
36467,1.00,15.00
36488,0.00,15.00
36508,0.00,15.00
36530,3.00,15.00
36550,0.00,15.00
36571,0.00,15.00
36592,0.00,15.00
36613,2.00,15.00
36633,0.00,15.00
36655,0.00,15.00
36675,0.00,15.00
36696,0.00,15.00
36717,0.00,15.00
36738,0.00,15.00
36758,0.00,15.00
36779,2.00,15.00
36800,0.00,15.00
36820,0.00,15.00
36841,0.00,15.00
36862,2.00,15.00
36883,2.00,15.00
36903,1.00,15.00
36925,0.00,15.00
36945,2.00,15.00
36966,0.00,15.00
36987,0.00,15.00
37008,0.00,15.00
37028,0.00,15.00
37050,0.00,15.00
37070,0.00,15.00
37091,0.00,15.00
37111,1.00,15.00
37133,0.00,15.00
37153,0.00,15.00
37174,0.00,15.00
37195,1.00,15.00
37216,1.00,15.00
37236,0.00,15.00
37258,0.00,15.00
37278,0.00,15.00
37299,0.00,15.00
37320,0.00,15.00
37341,0.00,15.00
37361,0.00,15.00
37383,0.00,15.00
37403,0.00,15.00
37424,0.00,15.00
37444,0.00,15.00
37466,2.00,15.00
37486,0.00,15.00
37507,0.00,15.00
37528,0.00,15.00
37549,0.00,15.00
37569,0.00,15.00
37591,0.00,15.00
37611,0.00,15.00
37632,0.00,15.00
37653,0.00,15.00
37673,0.00,15.00
37694,0.00,15.00
37715,1.00,15.00
37736,0.00,15.00
37756,0.00,15.00
37777,0.00,15.00
37798,1.00,15.00
37819,0.00,15.00
37839,0.00,15.00
37861,1.00,15.00
37881,1.00,15.00
37902,0.00,15.00
37923,0.00,15.00
37944,1.00,15.00
37964,1.00,15.00
37986,0.00,15.00
38006,0.00,15.00
38027,0.00,15.00
38048,1.00,15.00
38069,0.00,15.00
38089,0.00,15.00
38110,0.00,15.00
